Name,Groups
Anaxagoras III,Male
Anaxagoras IV,Male
Anaxandrides,Male
Anaxarchus,Male
Anaxilaides,Male
Anaxilas,Male
Anaxilaus,Male
Anaximander,Male
Anaximander II,Male
Anaximenes,Male
Anaximenes II,Male
Anaximenes III,Male
Ancaeus,Male
Anchipylus,Male
Anchitus,Male
Andron,Male
Androsthenes,Male
Anniceris,Male
Antagoras,Male
Anthes,Male
Anticlides,Male
Antidorus,Male
Antigenes,Male
Antigonus,Male
Antigonus III,Male
Antileon,Male
Antilochus,Male
Antimenes,Male
Antimenidas,Male
Antiochus,Male
Antipater,Male
Antipater II,Male
Antipater III,Male
Antipater IV,Male
Antipater V,Male
Antiphon,Male
Antishenes,Male
Antisthenes,Male
Antisthenes II,Male
Antisthenes V,Male
Anytus,Male
Apellas,Male
Apollodorus,Male
Apollodorus II,Male
Apollodorus III,Male
Apollodorus IV,Male
Apollodorus V,Male
Apollodorus VI,Male
Apollodorus VII,Male
Apollodorus VIII,Male
Apollodorus X,Male
Apollonides,Male
Apollonides II,Male
Apollonius,Male
Apollonius II,Male
Apollonius III,Male
Apollophanes,Male
Apollothemis,Male
Aporetics,Male
Apsephion,Male
Arabians,
Aratus,Male
Arcesilaus,Male
Arcesilaus II,Male
Archagoras,Male
Archecrates,Male
Archedemus,Male
Archelaus,Male
Archelaus II,Male
Archelaus III,Male
Archelaus IV,Male
Archelaus V,Male
Archemachus,Male
Archemorus,Male
Archetimus,Male
Archias,Male
Archilochus,Male
Archinomus,Male
Archipolis,Male
Archippus,Male
Archytas,Male
Archytas II,Male
Archytas III,Male
Archytas IV,Male
Archytas V,Male
Areopagites,Male
Aresandrus,
Ariarathes,Male
Aridices,Male
Arieus,Male
Arimnestus,Male
Aristaeus,Male
Aristagoras,Male
Aristangleus,
Aristeas,Male
Aristides,Male
Aristippus,Male
Aristippus II,Male
Aristippus III,Male
Aristippus IV,Male
Aristippus V,Male
Aristippus VI,Male
Aristobulus,Male
Aristocleidas,
Aristocles III,Male
Aristocrates,Male
Aristocreon,Male
Aristodemus,Male
Aristodemus II,Male
Aristodemus III,Male
Aristogiton,Male
Aristogoras,Male
Aristomenes,Male
Aristomenes II,Male
Ariston,Male
Ariston III,Male
Ariston IV,Male
Ariston V,Male
Ariston VI,Male
Aristophanes,Male
Aristophanes II,Male
Aristophon,Male
Aristotle,Male
Aristotle II,Male
Aristotle III,Male
Aristoxenus,Male
Artaphernes,Male
Artemidorus,Male
Artemon,Male
Ascanius,Male
Asclepiades,Male
Ascondas,Male
Asteas,Male
Aster,Male
Aston,Male
Astrasus,
Astyanax,Male
Astyanax II,Male
Astydamas,Male
Astylus,Male
Athamas,Male
Athenaeus,Male
Athenaeus II,Male
Athenaeus III,Male
Athenians,Male
Athenocritus,Male
Athenodorus,Male
Athenodorus II,Male
Athenodorus III,Male
Athenodorus IV,Male
Athlius,Male
Athosion,
Attalus,Male
Autocharidas,
Autolycus,Male
Babys,Male
Basilides,Male
Bathycles,Male
Bathylaus,
Bathyllus,Male
Baton,Male
Betion,Male
Bias,Male
Bion,Male
Bloson,Male
Boethus,Male
Boton,Male
Brontinus,Male
Bryas,Male
Bryson,Male
Bryson II,Male
Bugelus,Male
Bulagoras,Male
Butherus,
Cabas,Male
Caduidas,Male
Caeneus,Male
Calais,Male
Calimachus,Male
Callaeschrus,Male
Calliades,Male
Callias,Male
Callias II,Male
Callias III,Male
Callibrotus,
Callicles,Male
Callicrates,Male
Callicratides,Male
Callidemides,Male
Callimachus,Male
Callippus,Male
Callippus II,Male
Callisthenes,Male
Cantor,Male
Caphisius,Male
Carcinus,Male
Carneades,Male
Carophantidas,
Carthaginians,Male
Casander,Male
Cassius,Male
Cebes,Male
Cecrops,Male
Cenobites,Male
Cephalus,Male
Cephisodorus,Male
Cerambus,
Cercidas,Male
Cercops,Male
Chabrias,Male
Chabrinus,Male
Chaeredemus,Male
Chaerephon,Male
Chaldaeans,Male
Chamaeleon,Male
Charinus,Male
Charmandrides,Male
Charmandrus,Male
Charmantides,Male
Charmides,Male
Charondas,Male
Chilon,Male
Choerilus,Male
Chonuphis,Male
Chremonides,Male
Chrysippus,Male
Chrysippus II,Male
Chrysippus VI,Male
Chryssipus,Male
Cleanor,Male
Cleanthes,Male
Clearchus,Male
Cleippides,Male
Cleobulus,Male
Cleochares,Male
Cleomenes,Male
Cleomenes II,Male
Cleon,Male
Cleonymus,Male
Cleosthenes,Male
Clinias,Male
Clinomachus,Male
Clisthenes,Male
Clitarchus,Male
Clitomachus,Male
Codrus,Male
Colotes,Male
Conon,Male
Coriscus,Male
Cotys,Male
Cranaus,Male
Crantor,Male
Crates,Male
Crates II,Male
Crates III,Male
Crates XII,Male
Cratinus,Male
Cratinus II,Male
Cratylus,Male
Creophylus,Male
Crinis,Male
Critias,Male
Critias II,Male
Crito,Male
Critobulus,Male
Crobylus,Male
Croesus,Male
Cronos,Male
Croton,Male
Crotonians,Male
Ctesibius II,Male
Ctesiclides,Male
Ctesippus,Male
Cybisthus,Male
Cylon,Male
Cypselus,Male
Cypselus II,Male
Cyrus,Male
Cyrus II,Male
Daimachus,Male
Damagetas,Male
Damasias,Male
Damasippus,Male
Damasus,Male
Damo,Male
Damocles,Male
Damon,Male
Dardaneus,
Darius,Male
Deanax,
Delphis,Male
Demetrius,Male
Demetrius III,Male
Demetrius IV,Male
Demetrius VI,Male
Demetrius XXIV,Male
Demetrius XXV,Male
Demetrius XXVI,Male
Demetrius XXVII,Male
Demetrius XXVIII,Male
Demetrius XXXI,Male
Democedes,Male
Demochares,Male
Democritus,Male
Democritus II,Male
Democritus III,Male
Democritus IV,Male
Democritus V,Male
Democritus VI,Male
Demodicus,Male
Demon,
Demophilus,Male
Demosthenes,Male
Deucalion,Male
Dexitheus,Male
Dexius,Male
Dicaearchus,Male
Dicas,
Dicon,Male
Didymus,Male
Dieuchidas,Male
Dinarchus,Male
Dinocrates,Male
Dinon,Male
Diochaetas,Male
Diocles,Male
Diodes,
Diodorus,Male
Diodorus III,Male
Diodorus IV,Male
Diodorus V,Male
Diodotus,Male
Diogenes,Male
Diogenes II,Male
Diogenes III,Male
Diogenes IV,Male
Diogenes IX,Male
Diogenes VII,Male
Diogenes X,Male
Diogenes XIII,Male
Diomedon,Male
Dion,Male
Dionysius,Male
Dionysius II,Male
Dionysius III,Male
Dionysius IV,Male
Dionysius IX,Male
Dionysius V,Male
Dionysius VI,Male
Dionysius VII,Male
Dionysius VIII,Male
Dionysius X,Male
Dionysius XI,Male
Dionysodorus,Male
Dionysodorus II,Male
Dionysus the God,Male
Dioscurides,Male
Dioscurides II,Male
Dioteles,Male
Diotimus,Male
Diphilus,Male
Diphilus III,Male
Dorian,Male
Dorus,Male
Dosiadas,Male
Draco,Male
Dropides,Male
Drymon,Male
Duris,Male
Dymas,Male
Echecles,Male
Echecrates,Male
Egyptian Priests,Male
Egyptians,Male
Elandrus,
Eleusis (Person),Male
Elians,Male
Empedocles,Male
Empedocles II,Male
Empedus,
Epaminondas,Male
Ephectics,Male
Ephesians,Male
Ephorus,Male
Epicharmus,Male
Epicomus,Male
Epictetus,Male
Epicurus,Male
Epicurus II,Male
Epigenes,Male
Epimenides,Male
Epimetheus,Male
Epiphron,Male
Epitimides,Male
Erasistratus,Male
Erastus,Male
Eratocles,Male
Eratosthenes,Male
Eratus,Male
Erechtheus,Male
Erineus,Male
Ethesians,Male
Euaeon,Male
Euagoras,Male
Euandrus,Male
Euanor,
Euanthes,Male
Euathlus,Male
Eubulides,Male
Eubulides II,Male
Eubulus,Male
Eubulus II,Male
Eubulus III,Male
Eubulus V,Male
Eubulus VI,Male
Euclides,Male
Eudcius,Male
Eudemus,Male
Eudoxus,Male
Eudoxus II,Male
Eudoxus III,Male
Eudoxus IV,Male
Eudromus,Male
Euelthus,
Euetes,Male
Eugamus,Male
Eumelus,Male
Eumenes,Male
Eunestus,
Eunomus,Male
Eunostus,
Euphantus,Male
Euphemus,Male
Euphorbus,Male
Euphorion,Male
Euphranor,Male
Eupolis,Male
Euripides,Male
Euryclides,Male
Eurycrates,Male
Eurylochus,Male
Eurylochus II,Male
Eurylochus III,Male
Eurylochus IV,Male
Eurymedon,Male
Eurymenes,Male
Euryphamus,Male
Eurystratus,Male
Eurytus,Male
Euthycles,Male
Euthydemus II,Male
Euthynus,Male
Euthyphro,Male
Euthyphro II,Male
Euthyphro IV,Male
Euthyrphro III,Male
Eutychides,Male
Evaeus,
Evander,Male
Exaenetus,Male
Examyas,Male
Execestides,Male
Father of Phaeax,Male
Favorinus,Male
Glaucon,Male
Glaucon II,Male
Glauconides,Male
Glaucos,Male
Glaucus,Male
Glaucus II,Male
Glonppus,
Gnurus,Male
Gordius,Male
Gorgiadas,Male
Gorgias,Male
Gryllion,Male
Gryllus II,Male
Gryllus III?,Male
Gymnosophists,Male
Gyttius,
Haemon,Male
Halcyoneus,Male
Hannibal,Male
Hebrews,
Hecademus,Male
Hecataeus,Male
Hecato,Male
Hegesias,Male
Hegesias II,Male
Hegesias III,Male
Hegesibulus,Male
Hegesilaus,Male
Hegesinus,Male
Hegesipolis,Male
Hegesistratus,Male
Helens,
Helicaon,Male
Helothales,Male
Hemon,Male
Heraclides,Male
Heraclides II,Male
Heraclides III,Male
Heraclides IV,Male
Heraclides of Serapion,Male
Heraclides V,Male
Heracliteans,Male
Heraclitus,Male
Heraclitus II,Male
Heraclitus III,Male
Heraclitus IV,Male
Heraclitus V,Male
Heracon,Male
Herillus,Male
Hermarchus,Male
Hermias,Male
Hermippus,Male
Hermocrates,Male
Hermodamas,Male
Hermodorus,Male
Hermogenes,Male
Hermogenes II,Male
Hermolaus,Male
Hermotimus,Male
Herodotus,Male
Herodotus II,Male
Herodotus III,Male
Hesiod,Male
Hestiaeus,Male
Hicesius II,Male
Hicetas,Male
Hiero,Male
Hierocles,Male
Hieronymus,Male
Hipparchides,Male
Hipparchus,Male
Hippasus,Male
Hippasus III,Male
Hippias,Male
Hippobotus,Male
Hippocrates,Male
Hippocrates II,Male
Hippodamas,Male
Hippomedon,Male
Hippon,Male
Hipponax,Male
Hipponicus,Male
Hipponicus II,Male
Hipposthenes,Male
Hippostratus,Male
Hippothales,Male
Homer,Male
Homer II,Male
Hyperborean,Male
Hyperides,Male
Hypsicrates,Male
Hyrrhadius,Male
Hystaspes,Male
Ichthyas,Male
Idomeneus,Male
Ion,Male
Iphicrates,Male
Isidorus,Male
Ismenias,Male
Isocrates,Male
Istrus,Male
Ithaegenes,Male
Justus,Male
Lacademonian,Male
Laches,Male
Lacinius,Male
Lacon,Male
Lacrates,Male
Lacritus,Male
Lacydes,Male
Lagus,Male
Lamiscus,Male
Lamprocles,Male
Laomedon,Male
Lasos,Male
Leocritus,Male
Leodamas,Male
Leon,Male
Leon II,Male
Leon III,Male
Leon V,Male
Leonteus,Male
Leophantus,Male
Leophron,Male
Leptines,Male
Leucippus,Male
Linus,Male
Lobon,Male
Lucanians,Male
Lyco,Male
Lyco II,Male
Lycon,Male
Lycon III,Male
Lycophron,Male
Lycophron II,Male
Lycurgus,Male
Lycurgus II,Male
Lyramnus,
Lysanias,Male
Lysanias II,Male
Lysiades,
Lysias,Male
Lysicles,Male
Lysimachus,Male
Lysippus,Male
Lysis,Male
Lysis II,Male
Machaon,Male
Maeandrius,Male
Magas,Male
Magi,Male
Malion,
Marmacus,Male
Mausolus,Male
Meandrius,Male
Medes,Male
Megabyzus,Male
Megaclides,Male
Megistias,Male
Melanippus,Male
Melantes,Male
Melanthius,Male
Melanthius II,Male
Melantho,Male
Melanthus,Male
Meleager,Male
Melesias,Male
Meletus,Male
Meletus II,Male
Melicertes,Male
Melissus,Male
Menander,Male
Menander II,Male
Menedemus,Male
Menedemus II,Male
Menedemus' Wife,Male
Menestor,Male
Menexenus,Male
Menippus,Male
Meno,Male
Menodorus,Male
Menodotus,Male
Menodotus II,Male
Menoeceus,Male
Mentor,Male
Messapians,Male
Messenians,Male
Metallus,Male
Metapontines,Male
Meton,Male
Metopus,Male
Metrocles,Male
Metrodorus,Male
Metrodorus II,Male
Metrodorus III,Male
Metrodorus V,Male
Midias,Male
Midon,Male
Milo,Male
Miltiades II,Male
Miltiades III,Male
Mimnermus,Male
Mimnomachus,
Minos,Male
Minyas,Male
Mithradates,Male
Mithras,Male
Mnaseas,Male
Mnesagoras,Male
Mnesarchus,Male
Mnesibulus,Male
Mnesimachus,Male
Mnesistratus,Male
Mnesistratus II,Male
Moereas,Male
Moeris,Male
Molon,Male
Monimus,Male
Moschus,Male
Myes,
Myllias,Male
Myrmex,Male
Myroianus,Male
Myronianus,Male
Myrto,Male
Mys,Male
Myson,Male
Nastas,
Nausiphanes,Male
Nausitheus,
Neanthes,Male
Nearchus,Male
Nectanabis,Male
Neocles,Male
Neocles II,Male
Neocritus,
Neophron,Male
Nereus,Male
Nessas,Male
Nestis,Male
Nicanor,Male
Nichomachus,Male
Nicocreon,Male
Nicolaus,Male
Nicolochus,Male
Nicomachus,Male
Nicomachus II,Male
Nicomachus III,Male
Nicomedes,Male
Nicostratus,Male
Nileos,Male
Numenius,Male
Occillus,
Ocellus,Male
Odius,Male
Oenopides,Male
Olympiodorus,Male
Olympius,Male
Onesicritus,Male
Onetor,Male
Opsimus,
Orestades,Male
Orion,Male
Orontobates,Male
Orpheus,Male
Orthomenes,Male
Paeonius,Male
Pamphilus,Male
Pamphylus,Male
Panaetius,Male
Panthea,Male
Panthoides,Male
Panthus,Male
Paraebates,Male
Paris,Male
Parmenides,Male
Parmenides II,Male
Parmeniscus,Male
Pasicles,Male
Pasicles II,Male
Pasiphon,Male
Pausanians,Male
Pausanias,Male
Peisianax,Male
Pelopidas,Male
Perdiccas,Male
Perdiccas III,Male
Periander,Male
Periander II,Male
Pericles,Male
Permenides,Male
Persaeus,Male
Persian King,Male
Peucetians,Male
Phaeax,Male
Phaedo,Male
Phaedon,Male
Phaedrus,Male
Phaenecles,
Phaestius,Male
Phalaris,Male
Phanias,Male
Phanias II,Male
Phanias III,Male
Phanodicus,Male
Phanostratus,Male
Phanton,Male
Phaon,Male
Pherecydes,Male
Phidiades,Male
Phidias,Male
Philemon,Male
Philetaerus,Male
Philip,Male
Philip IV,Male
Philippus V,Male
Philiscus,Male
Philistion,Male
Phillip,Male
Philo,Male
Philo II,Male
Philo III,Male
Philochorus,Male
Philocomus,Male
Philocrates II,Male
Philodamus,Male
Philodemus,Male
Philolaus,Male
Philonides,Male
Philostratus,Male
Philoxenus,Male
Philtis,Male
Phintias,Male
Phlegon,Male
Phocion,Male
Phocus,Male
Phoenicians,
Photidas,Male
Phrasidemus,Male
Phrynichus,Male
Phrynicus,Male
Phrynon,Male
Phylarchus,Male
Phylopidas,Male
Phytius,Male
Picentinians,
Pindar,Male
Pirithous,Male
Pisianax,Male
Pisistratus,Male
Pisyrrhodus,
Pittacus,Male
Plato,Male
Plato II,Male
Plato III,Male
Plato IV,Male
Pleistarchus,Male
Plistanus,Male
Plutarch,Male
Polemaeus,
Polemarchus,Male
Polemo,Male
Poliades,Male
Pollis,Male
Polus,Male
Polyaenus,Male
Polycrates,Male
Polycrates II,Male
Polycritus,Male
Polyctor,
Polydora,Male
Polyeuctus,Male
Polyeuctus II,Male
Polymnastus,Male
Polystratus,Male
Polyxenus,Male
Polyzelus,Male
Pompylus,Male
Poseidippus,Male
Posides,
Posidonius,Male
Posidonius II,Male
Praulus,Male
Praxiades,Male
Praxiphanes,Male
Priest of Artemis,Male
Priests of Morgos,
Procles,Male
Prodicus,Male
Prometheus,Male
Prorus,Male
Protagoras,Male
Proxenus,Male
Ptolemy,Male
Ptolemy II,Male
Ptolemy III,Male
Ptolemy IV,Male
Ptolemy V,Male
Ptolemy VI,Male
Pylades,Male
Pylades II,Male
Pyres,Male
Pyrrhaeus,Male
Pyrrho,Male
Pyrrhon,Male
Pyrrhoneans,Male
Pyrrhus,Male
Pythagoras,Male
Pythagoras II,Male
Pythagoras III,Male
Pythagoras IV,Male
Pythagoras V,Male
Pythagoras VI,Male
Pythagoras VII,Male
Pythagoras VIII,Male
Pythagoras X,Male
Pythagoreans,Male
Pythian Priestess,Male
Pythias,Male
Pytho,Male
Pythocles,Male
Pythocles II,Male
Pythodorus,Male
Python,Male
Pythostratus,Male
Romans,Male
Sabinus,Male
Salarus,Male
Samians,Male
Sarpedon,Male
Saturninus,Male
Satyrus,Male
Scabras,Male
Scepticism,Male
Sceptics,Male
Scopas,Male
Scythinus,Male
Seleucus,Male
Seleucus II,Male
Selinuntines,Male
Semele,Male
Serapion,Male
Seuthes,Male
Seuthes II,Male
Seven Sages,Male
Sextus,Male
Sicilian,Male
Silanion,Male
Silenus,Male
Simichus,
Simmias,Male
Simon,Male
Simon II,Male
Simon III,Male
Simon IV,Male
Simonides,Male
Simus,Male
Sisymbrinus,Male
Smichias,
Socrates,Male
Socrates II,Male
Socrates III,Male
Socrates IV,Male
Socrates V,Male
Socratides,Male
Solon,Male
Son of Aristippus II,Male
Sophilus,Male
Sophists,Male
Sophocles,Male
Sophron,Male
Sophroniscus,Male
Sophroniscus II,Male
Sosibius,Male
Sosicrates,Male
Sosistratus,Male
Sositheus,Male
Sosthenes,Male
Sostratius,
Sotion,Male
Speusippus,Male
Speusippus II,Male
Sphaerus,Male
Spintharus,Male
Sthenonidas,
Stilpo,Male
Stoic,Male
Strato,Male
Strymon,Male
Suitors of Penelope,Male
Syagrus,Male
Syllus,Male
Syracusans,Male
Syrian,Male
Tantalus,Male
Tarentines,Male
Telauges,Male
Telecles,Male
Telesphorus,Male
Teleutagoras,Male
Terpander,Male
Teucer,Male
Teutames,Male
Thale,Male
Thales,Male
Thales VII,Male
Thaumasias,Male
The Cyrenaics,Male
The Eretrians,Male
The Thirty,Male
Theaetetus,Male
Theaetetus II,Male
Theages,Male
Theatetus II,Male
Theiodas,Male
Thelauges,
Theocles,Male
Theocritus,Male
Theodorus,Male
Theodorus III,Male
Theodorus IV,Male
Theodorus IX,Male
Theodorus V,Male
Theodorus VI,Male
Theodorus VII,Male
Theodorus VIII,Male
Theodorus X,Male
Theodorus XI,Male
Theodorus XII,Male
Theodorus XIII,Male
Theodorus XIV,Male
Theodorus XV,Male
Theodorus XVI,Male
Theodorus XVII,Male
Theodorus XVIII,Male
Theodorus XVIIII,Male
Theodorus XX,Male
Theodosius,Male
Theodotas,Male
Theodotus,Male
Theombrotus,Male
Theomedon,Male
Theophanes,Male
Theophantus,Male
Theophrastus,Male
Theopompus,Male
Thesmophoria,Male
Thespis,Male
Thestor,Male
Thracian,Male
Thraseas,Male
Thraso II,Male
Thrasonides,Male
Thrasybulus,Male
Thrasydamus,
Thrasylus,Male
Thrasymachus,Male
Thrasymachus II,Male
Thrasymedes,Male
Thucydides,Male
Thucydides II,Male
Thymaridas,Male
Thymarides,
Thyrion,Male
Timaeus,Male
Timagoras,Male
Timarchus,Male
Timarchus II,Male
Timarchus III,Male
Timares,
Timasius,
Timesianax,
Timocrates,Male
Timocreon,Male
Timolaus,Male
Timon,Male
Timonides,Male
Timosthenes,Male
Timotheus,Male
Tycho,Male
Tyrraeus,Male
Tyrrhenians,Male
Tyrrhenus,Male
Tyrsenus,Male
Tyrtaeus,Male
Ulysses,Male
Wise Men,Male
Xanthus,Male
Xanthus II,Male
Xanthus III,Male
Xenaenetus,Male
Xeniades,Male
Xenocrates,Male
Xenon,Male
Xenophanes,Male
Xenophanes II,Male
Xenophantes,Male
Xenophilus,Male
Xenophon,Male
Xenophon II,Male
Xenophon III,Male
Xenophon IV,Male
Xenophon VI,Male
Xenophon VII,Male
Xentas,
Xerxes,Male
Xuthus,Male
Zabratus,
Zaleucus,Male
Zamolxis,Male
Zeno,Male
Zeno II,Male
Zeno III,Male
Zeno IV,Male
Zeno IX,Male
Zenodotus,Male
Zenodotus II,Male
Zetetics,Male
Zeuxippus,Male
Zeuxis,Male
Zoilus,Male
Zolus,Male
Zopyrus,Male
Zopyrus II,Male
Achilles,God
Aphrodite,God
Apollo,God
Artemis,God
Asclepius,God
Athena,God
Charybdis,God
Chimaera,God
Chiron,God
Cupid,God
Demeter,God
Dike,God
Eumenides,God
Hades,God
Hector,God
Hephaestus,God
Hera,God
Heracles,God
Hermes,God
Leda,God
Love,God
Mars,God
Muses,God
Neleus,God
Nemesis,God
Nymphs,God
Odysseus,God
Orestes,God
Patroclus,God
Persephone,God
Poseidon,God
Sarapis,God
Scylla,God
Thetis,God
Venus,God
Zeus,God
Ambracis,Female
Archeanassa,Female
Arete,Female
Arignota,
Aristoclea,
Arsinoe,Female
Axiothea,Female
Babelyka,
Batis,Female
Berenice,Female
Bitale,Female
Boio,
Byndacis,
Calliope,Female
Chaerestrate,Female
Chilonis,Female
Cleaechma,
Cleobulina,Female
Cleobuline II,Female
Concubine of Hermias,Female
Crateia,Female
Cratesiclea,
Creusa,Female
Daughter of Stilpo,Female
Doris,Female
Echecratia,
Eristheneia,Female
Erotion,Female
Eurydice,Female
Hedia,Female
Herpyllis,Female
Hipparchia,Female
Lais,Female
Lastheneia,Female
Leontion,Female
Lysida,Female
Mammarion,Female
Menedemus' Daughters,Female
Myia,
Nicanor's mother,Female
Nicarete,Female
Nikidion,Female
Orithyia,Female
Pamphila,Female
Parthenis,
Peisirrhode,
Penelope,Female
Perictione,Female
Phaenarete,Female
Phaestis,Female
Phemonoe,Female
Phila,Female
Philesia,Female
Philista,Female
Phryne,Female
Phyltis,
Potone,Female
Pyrrha,Female
